"","city_name","day","api","pollutant","yd","year","month","date","_merge1","prov","_merge2"
"529","Nantong","2/9/09",112,"PM10",18142,2009,9,2,1,32,1
"530","Nantong","3/9/09",69,"PM10",18143,2009,9,3,1,32,1
"531","Nantong","4/9/09",88,"PM10",18144,2009,9,4,1,32,1
"532","Nantong","5/9/09",82,"PM10",18145,2009,9,5,1,32,1
"533","Nantong","6/9/09",50,"--",18146,2009,9,6,1,32,1
"534","Nantong","7/9/09",61,"PM10",18147,2009,9,7,1,32,1
"535","Nantong","8/9/09",26,"--",18148,2009,9,8,1,32,1
"536","Nantong","9/9/09",46,"--",18149,2009,9,9,1,32,1
"537","Nantong","10/9/09",52,"PM10",18150,2009,9,10,1,32,1
"538","Nantong","11/9/09",89,"PM10",18151,2009,9,11,1,32,1
"539","Nantong","12/9/09",56,"PM10",18152,2009,9,12,1,32,1
"540","Nantong","1/10/09",55,"PM10",18171,2009,10,1,1,32,1
"541","Nantong","2/10/09",95,"PM10",18172,2009,10,2,1,32,1
"542","Nantong","3/10/09",98,"PM10",18173,2009,10,3,1,32,1
"543","Nantong","4/10/09",85,"PM10",18174,2009,10,4,1,32,1
"544","Nantong","5/10/09",75,"PM10",18175,2009,10,5,1,32,1
"545","Nantong","6/10/09",58,"PM10",18176,2009,10,6,1,32,1
"546","Nantong","7/10/09",37,"--",18177,2009,10,7,1,32,1
"547","Nantong","8/10/09",21,"--",18178,2009,10,8,1,32,1
"548","Nantong","9/10/09",53,"PM10",18179,2009,10,9,1,32,1
"549","Nantong","10/10/09",57,"PM10",18180,2009,10,10,1,32,1
"550","Nantong","11/10/09",28,"--",18181,2009,10,11,1,32,1
"551","Nantong","12/10/09",57,"PM10",18182,2009,10,12,1,32,1
"552","Nantong","1/11/09",63,"PM10",18202,2009,11,1,1,32,1
"553","Nantong","2/11/09",115,"PM10",18203,2009,11,2,1,32,1
"554","Nantong","3/11/09",53,"PM10",18204,2009,11,3,1,32,1
"555","Nantong","4/11/09",59,"PM10",18205,2009,11,4,1,32,1
"556","Nantong","5/11/09",75,"PM10",18206,2009,11,5,1,32,1
"557","Nantong","6/11/09",83,"PM10",18207,2009,11,6,1,32,1
"558","Nantong","7/11/09",43,"--",18208,2009,11,7,1,32,1
"559","Nantong","8/11/09",22,"--",18209,2009,11,8,1,32,1
"560","Nantong","9/11/09",52,"PM10",18210,2009,11,9,1,32,1
"561","Nantong","10/11/09",53,"PM10",18211,2009,11,10,1,32,1
"562","Nantong","11/11/09",26,"--",18212,2009,11,11,1,32,1
"563","Nantong","12/11/09",57,"PM10",18213,2009,11,12,1,32,1
"564","Nantong","1/12/09",55,"PM10",18232,2009,12,1,1,32,1
"565","Nantong","2/12/09",77,"PM10",18233,2009,12,2,1,32,1
"566","Nantong","3/12/09",34,"--",18234,2009,12,3,1,32,1
"567","Nantong","4/12/09",56,"PM10",18235,2009,12,4,1,32,1
"568","Nantong","5/12/09",72,"PM10",18236,2009,12,5,1,32,1
"569","Nantong","6/12/09",74,"PM10",18237,2009,12,6,1,32,1
"570","Nantong","7/12/09",54,"PM10",18238,2009,12,7,1,32,1
"571","Nantong","8/12/09",18,"--",18239,2009,12,8,1,32,1
"572","Nantong","9/12/09",69,"PM10",18240,2009,12,9,1,32,1
"573","Nantong","10/12/09",51,"PM10",18241,2009,12,10,1,32,1
"574","Nantong","11/12/09",34,"--",18242,2009,12,11,1,32,1
"575","Nantong","12/12/09",67,"PM10",18243,2009,12,12,1,32,1
"576","Nantong","1/1/10",66,"PM10",18263,2010,1,1,1,32,1
"577","Nantong","2/1/10",46,"--",18264,2010,1,2,1,32,1
"578","Nantong","3/1/10",65,"PM10",18265,2010,1,3,1,32,1
"579","Nantong","4/1/10",70,"PM10",18266,2010,1,4,1,32,1
"580","Nantong","5/1/10",100,"PM10",18267,2010,1,5,1,32,1
"581","Nantong","6/1/10",44,"--",18268,2010,1,6,1,32,1
"582","Nantong","7/1/10",85,"PM10",18269,2010,1,7,1,32,1
"583","Nantong","8/1/10",90,"PM10",18270,2010,1,8,1,32,1
"584","Nantong","9/1/10",31,"--",18271,2010,1,9,1,32,1
"585","Nantong","10/1/10",79,"PM10",18272,2010,1,10,1,32,1
"586","Nantong","11/1/10",472,"PM10",18273,2010,1,11,1,32,1
"587","Nantong","12/1/10",86,"PM10",18274,2010,1,12,1,32,1
"588","Nantong","1/2/10",113,"PM10",18294,2010,2,1,1,32,1
"589","Nantong","2/2/10",62,"PM10",18295,2010,2,2,1,32,1
"590","Nantong","3/2/10",59,"PM10",18296,2010,2,3,1,32,1
"591","Nantong","4/2/10",74,"PM10",18297,2010,2,4,1,32,1
"592","Nantong","5/2/10",98,"PM10",18298,2010,2,5,1,32,1
"593","Nantong","6/2/10",51,"PM10",18299,2010,2,6,1,32,1
"594","Nantong","7/2/10",87,"PM10",18300,2010,2,7,1,32,1
"595","Nantong","8/2/10",81,"PM10",18301,2010,2,8,1,32,1
"596","Nantong","9/2/10",36,"--",18302,2010,2,9,1,32,1
"597","Nantong","10/2/10",61,"PM10",18303,2010,2,10,1,32,1
"598","Nantong","11/2/10",335,"PM10",18304,2010,2,11,1,32,1
"599","Nantong","12/2/10",86,"PM10",18305,2010,2,12,1,32,1
"600","Nantong","1/3/10",78,"PM10",18322,2010,3,1,1,32,1
"601","Nantong","2/3/10",50,"--",18323,2010,3,2,1,32,1
"602","Nantong","3/3/10",51,"PM10",18324,2010,3,3,1,32,1
"603","Nantong","4/3/10",99,"PM10",18325,2010,3,4,1,32,1
"604","Nantong","5/3/10",97,"PM10",18326,2010,3,5,1,32,1
"605","Nantong","6/3/10",56,"PM10",18327,2010,3,6,1,32,1
"606","Nantong","7/3/10",73,"PM10",18328,2010,3,7,1,32,1
"607","Nantong","8/3/10",83,"PM10",18329,2010,3,8,1,32,1
"608","Nantong","9/3/10",33,"--",18330,2010,3,9,1,32,1
"609","Nantong","10/3/10",68,"PM10",18331,2010,3,10,1,32,1
"610","Nantong","11/3/10",63,"PM10",18332,2010,3,11,1,32,1
"611","Nantong","12/3/10",154,"PM10",18333,2010,3,12,1,32,1
"612","Nantong","1/4/10",85,"PM10",18353,2010,4,1,1,32,1
"613","Nantong","2/4/10",62,"PM10",18354,2010,4,2,1,32,1
"614","Nantong","3/4/10",37,"--",18355,2010,4,3,1,32,1
"615","Nantong","4/4/10",85,"PM10",18356,2010,4,4,1,32,1
"616","Nantong","5/4/10",96,"PM10",18357,2010,4,5,1,32,1
"617","Nantong","6/4/10",58,"PM10",18358,2010,4,6,1,32,1
"618","Nantong","7/4/10",78,"PM10",18359,2010,4,7,1,32,1
"619","Nantong","8/4/10",95,"PM10",18360,2010,4,8,1,32,1
"620","Nantong","9/4/10",45,"--",18361,2010,4,9,1,32,1
"621","Nantong","10/4/10",73,"PM10",18362,2010,4,10,1,32,1
"622","Nantong","11/4/10",89,"PM10",18363,2010,4,11,1,32,1
"623","Nantong","12/4/10",86,"PM10",18364,2010,4,12,1,32,1
"624","Nantong","1/5/10",69,"PM10",18383,2010,5,1,1,32,1
"625","Nantong","2/5/10",68,"PM10",18384,2010,5,2,1,32,1
"626","Nantong","3/5/10",42,"--",18385,2010,5,3,1,32,1
"627","Nantong","4/5/10",73,"PM10",18386,2010,5,4,1,32,1
"628","Nantong","5/5/10",80,"PM10",18387,2010,5,5,1,32,1
"629","Nantong","6/5/10",60,"PM10",18388,2010,5,6,1,32,1
"630","Nantong","7/5/10",94,"PM10",18389,2010,5,7,1,32,1
"631","Nantong","8/5/10",70,"PM10",18390,2010,5,8,1,32,1
"632","Nantong","9/5/10",51,"PM10",18391,2010,5,9,1,32,1
"633","Nantong","10/5/10",87,"PM10",18392,2010,5,10,1,32,1
"634","Nantong","11/5/10",92,"PM10",18393,2010,5,11,1,32,1
"635","Nantong","12/5/10",83,"PM10",18394,2010,5,12,1,32,1
"636","Nantong","1/6/10",58,"PM10",18414,2010,6,1,1,32,1
"637","Nantong","2/6/10",64,"PM10",18415,2010,6,2,1,32,1
"638","Nantong","3/6/10",21,"--",18416,2010,6,3,1,32,1
"639","Nantong","4/6/10",61,"PM10",18417,2010,6,4,1,32,1
"640","Nantong","5/6/10",94,"PM10",18418,2010,6,5,1,32,1
"641","Nantong","6/6/10",76,"PM10",18419,2010,6,6,1,32,1
"642","Nantong","7/6/10",99,"PM10",18420,2010,6,7,1,32,1
"643","Nantong","8/6/10",48,"--",18421,2010,6,8,1,32,1
"644","Nantong","9/6/10",29,"--",18422,2010,6,9,1,32,1
"645","Nantong","10/6/10",73,"PM10",18423,2010,6,10,1,32,1
"646","Nantong","11/6/10",88,"PM10",18424,2010,6,11,1,32,1
"647","Nantong","12/6/10",105,"PM10",18425,2010,6,12,1,32,1
"648","Nantong","1/7/10",60,"PM10",18444,2010,7,1,1,32,1
"649","Nantong","2/7/10",56,"PM10",18445,2010,7,2,1,32,1
"650","Nantong","3/7/10",43,"--",18446,2010,7,3,1,32,1
"651","Nantong","4/7/10",46,"--",18447,2010,7,4,1,32,1
"652","Nantong","5/7/10",55,"PM10",18448,2010,7,5,1,32,1
"653","Nantong","6/7/10",78,"PM10",18449,2010,7,6,1,32,1
"654","Nantong","7/7/10",95,"PM10",18450,2010,7,7,1,32,1
"655","Nantong","8/7/10",26,"--",18451,2010,7,8,1,32,1
"656","Nantong","9/7/10",38,"--",18452,2010,7,9,1,32,1
"657","Nantong","10/7/10",68,"PM10",18453,2010,7,10,1,32,1
"658","Nantong","11/7/10",120,"PM10",18454,2010,7,11,1,32,1
"659","Nantong","12/7/10",46,"--",18455,2010,7,12,1,32,1
"660","Nantong","1/8/10",54,"PM10",18475,2010,8,1,1,32,1
"661","Nantong","2/8/10",75,"PM10",18476,2010,8,2,1,32,1
"662","Nantong","3/8/10",55,"PM10",18477,2010,8,3,1,32,1
"663","Nantong","4/8/10",54,"PM10",18478,2010,8,4,1,32,1
"664","Nantong","5/8/10",73,"PM10",18479,2010,8,5,1,32,1
"665","Nantong","6/8/10",100,"PM10",18480,2010,8,6,1,32,1
"666","Nantong","7/8/10",96,"PM10",18481,2010,8,7,1,32,1
"667","Nantong","8/8/10",39,"--",18482,2010,8,8,1,32,1
"668","Nantong","9/8/10",55,"PM10",18483,2010,8,9,1,32,1
"669","Nantong","10/8/10",71,"PM10",18484,2010,8,10,1,32,1
"670","Nantong","11/8/10",148,"PM10",18485,2010,8,11,1,32,1
"671","Nantong","12/8/10",97,"PM10",18486,2010,8,12,1,32,1
"672","Nantong","1/9/10",90,"PM10",18506,2010,9,1,1,32,1
"673","Nantong","2/9/10",71,"PM10",18507,2010,9,2,1,32,1
"674","Nantong","3/9/10",30,"--",18508,2010,9,3,1,32,1
"675","Nantong","4/9/10",56,"PM10",18509,2010,9,4,1,32,1
"676","Nantong","5/9/10",54,"PM10",18510,2010,9,5,1,32,1
"677","Nantong","6/9/10",83,"PM10",18511,2010,9,6,1,32,1
"678","Nantong","7/9/10",53,"PM10",18512,2010,9,7,1,32,1
"679","Nantong","8/9/10",48,"--",18513,2010,9,8,1,32,1
"680","Nantong","9/9/10",65,"PM10",18514,2010,9,9,1,32,1
"681","Nantong","10/9/10",69,"PM10",18515,2010,9,10,1,32,1
"682","Nantong","11/9/10",134,"PM10",18516,2010,9,11,1,32,1
"683","Nantong","12/9/10",100,"PM10",18517,2010,9,12,1,32,1
"684","Nantong","1/10/10",94,"PM10",18536,2010,10,1,1,32,1
"685","Nantong","2/10/10",56,"PM10",18537,2010,10,2,1,32,1
"686","Nantong","3/10/10",60,"PM10",18538,2010,10,3,1,32,1
"687","Nantong","4/10/10",65,"PM10",18539,2010,10,4,1,32,1
"688","Nantong","5/10/10",64,"PM10",18540,2010,10,5,1,32,1
"689","Nantong","6/10/10",43,"--",18541,2010,10,6,1,32,1
"690","Nantong","7/10/10",48,"--",18542,2010,10,7,1,32,1
"691","Nantong","8/10/10",33,"--",18543,2010,10,8,1,32,1
"692","Nantong","9/10/10",49,"--",18544,2010,10,9,1,32,1
"693","Nantong","10/10/10",76,"PM10",18545,2010,10,10,1,32,1
"694","Nantong","11/10/10",114,"PM10",18546,2010,10,11,1,32,1
"695","Nantong","12/10/10",99,"PM10",18547,2010,10,12,1,32,1
"696","Nantong","1/11/10",81,"PM10",18567,2010,11,1,1,32,1
"697","Nantong","2/11/10",12,"--",18568,2010,11,2,1,32,1
"698","Nantong","3/11/10",84,"PM10",18569,2010,11,3,1,32,1
"699","Nantong","4/11/10",37,"--",18570,2010,11,4,1,32,1
"700","Nantong","5/11/10",92,"PM10",18571,2010,11,5,1,32,1
"701","Nantong","6/11/10",69,"PM10",18572,2010,11,6,1,32,1
"702","Nantong","7/11/10",55,"PM10",18573,2010,11,7,1,32,1
"703","Nantong","8/11/10",55,"PM10",18574,2010,11,8,1,32,1
"704","Nantong","9/11/10",57,"PM10",18575,2010,11,9,1,32,1
"705","Nantong","10/11/10",61,"PM10",18576,2010,11,10,1,32,1
"706","Nantong","11/11/10",119,"PM10",18577,2010,11,11,1,32,1
"707","Nantong","12/11/10",125,"PM10",18578,2010,11,12,1,32,1
"708","Nantong","1/12/10",64,"PM10",18597,2010,12,1,1,32,1
"709","Nantong","2/12/10",39,"--",18598,2010,12,2,1,32,1
"710","Nantong","3/12/10",94,"PM10",18599,2010,12,3,1,32,1
"711","Nantong","4/12/10",32,"--",18600,2010,12,4,1,32,1
"712","Nantong","5/12/10",92,"PM10",18601,2010,12,5,1,32,1
"713","Nantong","6/12/10",86,"PM10",18602,2010,12,6,1,32,1
"714","Nantong","7/12/10",40,"--",18603,2010,12,7,1,32,1
"715","Nantong","8/12/10",89,"PM10",18604,2010,12,8,1,32,1
"716","Nantong","9/12/10",36,"--",18605,2010,12,9,1,32,1
"717","Nantong","10/12/10",73,"PM10",18606,2010,12,10,1,32,1
"718","Nantong","11/12/10",200,"PM10",18607,2010,12,11,1,32,1
"719","Nantong","12/12/10",65,"PM10",18608,2010,12,12,1,32,1
"720","Nantong","1/1/11",44,"--",18628,2011,1,1,1,32,1
"721","Nantong","2/1/11",91,"PM10",18629,2011,1,2,1,32,1
"722","Nantong","3/1/11",49,"--",18630,2011,1,3,1,32,1
"723","Nantong","4/1/11",59,"PM10",18631,2011,1,4,1,32,1
"724","Nantong","5/1/11",90,"PM10",18632,2011,1,5,1,32,1
"725","Nantong","6/1/11",118,"PM10",18633,2011,1,6,1,32,1
"726","Nantong","7/1/11",68,"PM10",18634,2011,1,7,1,32,1
"727","Nantong","8/1/11",42,"--",18635,2011,1,8,1,32,1
"728","Nantong","9/1/11",46,"--",18636,2011,1,9,1,32,1
"729","Nantong","10/1/11",38,"--",18637,2011,1,10,1,32,1
"730","Nantong","11/1/11",66,"PM10",18638,2011,1,11,1,32,1
"731","Nantong","12/1/11",24,"--",18639,2011,1,12,1,32,1
"732","Nantong","1/2/11",30,"--",18659,2011,2,1,1,32,1
"733","Nantong","2/2/11",95,"PM10",18660,2011,2,2,1,32,1
"734","Nantong","3/2/11",74,"PM10",18661,2011,2,3,1,32,1
"735","Nantong","4/2/11",57,"PM10",18662,2011,2,4,1,32,1
"736","Nantong","5/2/11",413,"PM10",18663,2011,2,5,1,32,1
"737","Nantong","6/2/11",125,"PM10",18664,2011,2,6,1,32,1
"738","Nantong","7/2/11",72,"PM10",18665,2011,2,7,1,32,1
"739","Nantong","8/2/11",51,"PM10",18666,2011,2,8,1,32,1
"740","Nantong","9/2/11",46,"--",18667,2011,2,9,1,32,1
"741","Nantong","10/2/11",43,"--",18668,2011,2,10,1,32,1
"742","Nantong","11/2/11",39,"--",18669,2011,2,11,1,32,1
"743","Nantong","12/2/11",42,"--",18670,2011,2,12,1,32,1
"744","Nantong","1/3/11",18,"--",18687,2011,3,1,1,32,1
"745","Nantong","2/3/11",145,"PM10",18688,2011,3,2,1,32,1
"746","Nantong","3/3/11",76,"PM10",18689,2011,3,3,1,32,1
"747","Nantong","4/3/11",26,"--",18690,2011,3,4,1,32,1
"748","Nantong","5/3/11",394,"PM10",18691,2011,3,5,1,32,1
"749","Nantong","6/3/11",183,"PM10",18692,2011,3,6,1,32,1
"750","Nantong","7/3/11",64,"PM10",18693,2011,3,7,1,32,1
"751","Nantong","8/3/11",51,"PM10",18694,2011,3,8,1,32,1
"752","Nantong","9/3/11",52,"PM10",18695,2011,3,9,1,32,1
"753","Nantong","10/3/11",30,"--",18696,2011,3,10,1,32,1
"754","Nantong","11/3/11",51,"PM10",18697,2011,3,11,1,32,1
"755","Nantong","12/3/11",67,"PM10",18698,2011,3,12,1,32,1
"756","Nantong","1/4/11",69,"PM10",18718,2011,4,1,1,32,1
"757","Nantong","2/4/11",99,"PM10",18719,2011,4,2,1,32,1
"758","Nantong","3/4/11",75,"PM10",18720,2011,4,3,1,32,1
"759","Nantong","4/4/11",58,"PM10",18721,2011,4,4,1,32,1
"760","Nantong","5/4/11",120,"PM10",18722,2011,4,5,1,32,1
"761","Nantong","6/4/11",103,"PM10",18723,2011,4,6,1,32,1
"762","Nantong","7/4/11",73,"PM10",18724,2011,4,7,1,32,1
"763","Nantong","8/4/11",52,"PM10",18725,2011,4,8,1,32,1
"764","Nantong","9/4/11",53,"PM10",18726,2011,4,9,1,32,1
"765","Nantong","10/4/11",36,"--",18727,2011,4,10,1,32,1
"766","Nantong","11/4/11",35,"--",18728,2011,4,11,1,32,1
"767","Nantong","12/4/11",79,"PM10",18729,2011,4,12,1,32,1
"768","Nantong","1/5/11",115,"PM10",18748,2011,5,1,1,32,1
"769","Nantong","2/5/11",94,"PM10",18749,2011,5,2,1,32,1
"770","Nantong","3/5/11",51,"PM10",18750,2011,5,3,1,32,1
"771","Nantong","4/5/11",50,"--",18751,2011,5,4,1,32,1
"772","Nantong","5/5/11",78,"PM10",18752,2011,5,5,1,32,1
"773","Nantong","6/5/11",128,"PM10",18753,2011,5,6,1,32,1
"774","Nantong","7/5/11",45,"--",18754,2011,5,7,1,32,1
"775","Nantong","8/5/11",34,"--",18755,2011,5,8,1,32,1
"776","Nantong","9/5/11",51,"PM10",18756,2011,5,9,1,32,1
"777","Nantong","10/5/11",40,"--",18757,2011,5,10,1,32,1
"778","Nantong","11/5/11",42,"--",18758,2011,5,11,1,32,1
"779","Nantong","12/5/11",59,"PM10",18759,2011,5,12,1,32,1
"780","Nantong","1/6/11",88,"PM10",18779,2011,6,1,1,32,1
"781","Nantong","2/6/11",73,"PM10",18780,2011,6,2,1,32,1
"782","Nantong","3/6/11",0,"--",18781,2011,6,3,1,32,1
"783","Nantong","4/6/11",47,"--",18782,2011,6,4,1,32,1
"784","Nantong","5/6/11",59,"PM10",18783,2011,6,5,1,32,1
"785","Nantong","6/6/11",98,"PM10",18784,2011,6,6,1,32,1
"786","Nantong","7/6/11",85,"PM10",18785,2011,6,7,1,32,1
"787","Nantong","8/6/11",28,"--",18786,2011,6,8,1,32,1
"788","Nantong","9/6/11",50,"--",18787,2011,6,9,1,32,1
"789","Nantong","10/6/11",73,"PM10",18788,2011,6,10,1,32,1
"790","Nantong","11/6/11",20,"--",18789,2011,6,11,1,32,1
"791","Nantong","12/6/11",49,"--",18790,2011,6,12,1,32,1
"792","Nantong","1/7/11",56,"PM10",18809,2011,7,1,1,32,1
"793","Nantong","2/7/11",125,"PM10",18810,2011,7,2,1,32,1
"794","Nantong","3/7/11",63,"PM10",18811,2011,7,3,1,32,1
"795","Nantong","4/7/11",54,"PM10",18812,2011,7,4,1,32,1
"796","Nantong","5/7/11",84,"PM10",18813,2011,7,5,1,32,1
"797","Nantong","6/7/11",64,"PM10",18814,2011,7,6,1,32,1
"798","Nantong","7/7/11",104,"PM10",18815,2011,7,7,1,32,1
"799","Nantong","8/7/11",32,"--",18816,2011,7,8,1,32,1
"800","Nantong","9/7/11",56,"PM10",18817,2011,7,9,1,32,1
"801","Nantong","10/7/11",85,"PM10",18818,2011,7,10,1,32,1
"802","Nantong","11/7/11",24,"--",18819,2011,7,11,1,32,1
"803","Nantong","12/7/11",32,"--",18820,2011,7,12,1,32,1
"804","Nantong","1/8/11",64,"PM10",18840,2011,8,1,1,32,1
"805","Nantong","2/8/11",110,"PM10",18841,2011,8,2,1,32,1
"806","Nantong","3/8/11",86,"PM10",18842,2011,8,3,1,32,1
"807","Nantong","4/8/11",72,"PM10",18843,2011,8,4,1,32,1
"808","Nantong","5/8/11",58,"PM10",18844,2011,8,5,1,32,1
"809","Nantong","6/8/11",78,"PM10",18845,2011,8,6,1,32,1
"810","Nantong","7/8/11",64,"PM10",18846,2011,8,7,1,32,1
"811","Nantong","8/8/11",51,"PM10",18847,2011,8,8,1,32,1
"812","Nantong","9/8/11",66,"PM10",18848,2011,8,9,1,32,1
"813","Nantong","10/8/11",70,"PM10",18849,2011,8,10,1,32,1
"814","Nantong","11/8/11",42,"--",18850,2011,8,11,1,32,1
"815","Nantong","12/8/11",19,"--",18851,2011,8,12,1,32,1
"816","Nantong","1/9/11",93,"PM10",18871,2011,9,1,1,32,1
"817","Nantong","2/9/11",76,"PM10",18872,2011,9,2,1,32,1
"818","Nantong","3/9/11",82,"PM10",18873,2011,9,3,1,32,1
"819","Nantong","4/9/11",102,"PM10",18874,2011,9,4,1,32,1
"820","Nantong","5/9/11",48,"--",18875,2011,9,5,1,32,1
"821","Nantong","6/9/11",124,"PM10",18876,2011,9,6,1,32,1
"822","Nantong","7/9/11",58,"PM10",18877,2011,9,7,1,32,1
"823","Nantong","8/9/11",66,"PM10",18878,2011,9,8,1,32,1
"824","Nantong","9/9/11",44,"--",18879,2011,9,9,1,32,1
"825","Nantong","10/9/11",63,"PM10",18880,2011,9,10,1,32,1
"826","Nantong","11/9/11",34,"--",18881,2011,9,11,1,32,1
"827","Nantong","12/9/11",34,"--",18882,2011,9,12,1,32,1
"828","Nantong","1/10/11",50,"--",18901,2011,10,1,1,32,1
"829","Nantong","2/10/11",16,"--",18902,2011,10,2,1,32,1
"830","Nantong","3/10/11",62,"PM10",18903,2011,10,3,1,32,1
"831","Nantong","4/10/11",87,"PM10",18904,2011,10,4,1,32,1
"832","Nantong","5/10/11",54,"PM10",18905,2011,10,5,1,32,1
"833","Nantong","6/10/11",147,"PM10",18906,2011,10,6,1,32,1
"834","Nantong","7/10/11",42,"--",18907,2011,10,7,1,32,1
"835","Nantong","8/10/11",59,"PM10",18908,2011,10,8,1,32,1
"836","Nantong","9/10/11",21,"--",18909,2011,10,9,1,32,1
"837","Nantong","10/10/11",54,"PM10",18910,2011,10,10,1,32,1
"838","Nantong","11/10/11",40,"--",18911,2011,10,11,1,32,1
"839","Nantong","12/10/11",57,"PM10",18912,2011,10,12,1,32,1
"840","Nantong","1/11/11",78,"PM10",18932,2011,11,1,1,32,1
"841","Nantong","2/11/11",16,"--",18933,2011,11,2,1,32,1
"842","Nantong","3/11/11",79,"PM10",18934,2011,11,3,1,32,1
"843","Nantong","4/11/11",75,"PM10",18935,2011,11,4,1,32,1
"844","Nantong","5/11/11",53,"PM10",18936,2011,11,5,1,32,1
"845","Nantong","6/11/11",57,"PM10",18937,2011,11,6,1,32,1
"846","Nantong","7/11/11",30,"--",18938,2011,11,7,1,32,1
"847","Nantong","8/11/11",52,"PM10",18939,2011,11,8,1,32,1
"848","Nantong","9/11/11",50,"--",18940,2011,11,9,1,32,1
"849","Nantong","10/11/11",31,"--",18941,2011,11,10,1,32,1
"850","Nantong","11/11/11",74,"PM10",18942,2011,11,11,1,32,1
"851","Nantong","12/11/11",85,"PM10",18943,2011,11,12,1,32,1
"852","Nantong","1/12/11",108,"PM10",18962,2011,12,1,1,32,1
"853","Nantong","2/12/11",62,"PM10",18963,2011,12,2,1,32,1
"854","Nantong","3/12/11",66,"PM10",18964,2011,12,3,1,32,1
"855","Nantong","4/12/11",64,"PM10",18965,2011,12,4,1,32,1
"856","Nantong","5/12/11",48,"--",18966,2011,12,5,1,32,1
"857","Nantong","6/12/11",57,"PM10",18967,2011,12,6,1,32,1
"858","Nantong","7/12/11",30,"--",18968,2011,12,7,1,32,1
"859","Nantong","8/12/11",36,"--",18969,2011,12,8,1,32,1
"860","Nantong","9/12/11",41,"--",18970,2011,12,9,1,32,1
"861","Nantong","10/12/11",44,"--",18971,2011,12,10,1,32,1
"862","Nantong","11/12/11",98,"PM10",18972,2011,12,11,1,32,1
"863","Nantong","12/12/11",105,"PM10",18973,2011,12,12,1,32,1
"864","Nantong","1/1/12",83,"PM10",18993,2012,1,1,1,32,1
"865","Nantong","2/1/12",68,"PM10",18994,2012,1,2,1,32,1
"866","Nantong","3/1/12",29,"--",18995,2012,1,3,1,32,1
"867","Nantong","4/1/12",125,"PM10",18996,2012,1,4,1,32,1
"868","Nantong","5/1/12",32,"--",18997,2012,1,5,1,32,1
"869","Nantong","6/1/12",92,"PM10",18998,2012,1,6,1,32,1
"870","Nantong","7/1/12",69,"PM10",18999,2012,1,7,1,32,1
"871","Nantong","8/1/12",36,"--",19000,2012,1,8,1,32,1
"872","Nantong","9/1/12",40,"--",19001,2012,1,9,1,32,1
"873","Nantong","10/1/12",65,"PM10",19002,2012,1,10,1,32,1
"874","Nantong","11/1/12",101,"PM10",19003,2012,1,11,1,32,1
"875","Nantong","12/1/12",62,"PM10",19004,2012,1,12,1,32,1
"876","Nantong","1/2/12",69,"PM10",19024,2012,2,1,1,32,1
"877","Nantong","2/2/12",16,"--",19025,2012,2,2,1,32,1
"878","Nantong","3/2/12",63,"PM10",19026,2012,2,3,1,32,1
"879","Nantong","4/2/12",119,"PM10",19027,2012,2,4,1,32,1
"880","Nantong","5/2/12",46,"--",19028,2012,2,5,1,32,1
"881","Nantong","6/2/12",148,"PM10",19029,2012,2,6,1,32,1
"882","Nantong","7/2/12",72,"PM10",19030,2012,2,7,1,32,1
"883","Nantong","8/2/12",54,"PM10",19031,2012,2,8,1,32,1
"884","Nantong","9/2/12",52,"PM10",19032,2012,2,9,1,32,1
"885","Nantong","10/2/12",75,"PM10",19033,2012,2,10,1,32,1
"886","Nantong","11/2/12",78,"PM10",19034,2012,2,11,1,32,1
"887","Nantong","12/2/12",33,"--",19035,2012,2,12,1,32,1
"888","Nantong","1/3/12",65,"PM10",19053,2012,3,1,1,32,1
"889","Nantong","2/3/12",28,"--",19054,2012,3,2,1,32,1
"890","Nantong","3/3/12",71,"PM10",19055,2012,3,3,1,32,1
"891","Nantong","4/3/12",90,"PM10",19056,2012,3,4,1,32,1
"892","Nantong","5/3/12",85,"PM10",19057,2012,3,5,1,32,1
"893","Nantong","6/3/12",100,"PM10",19058,2012,3,6,1,32,1
"894","Nantong","7/3/12",60,"PM10",19059,2012,3,7,1,32,1
"895","Nantong","8/3/12",39,"--",19060,2012,3,8,1,32,1
"896","Nantong","9/3/12",54,"PM10",19061,2012,3,9,1,32,1
"897","Nantong","10/3/12",68,"PM10",19062,2012,3,10,1,32,1
"898","Nantong","11/3/12",53,"PM10",19063,2012,3,11,1,32,1
"899","Nantong","12/3/12",55,"PM10",19064,2012,3,12,1,32,1
"900","Nantong","1/4/12",68,"PM10",19084,2012,4,1,1,32,1
"901","Nantong","2/4/12",80,"PM10",19085,2012,4,2,1,32,1
"902","Nantong","3/4/12",59,"PM10",19086,2012,4,3,1,32,1
"903","Nantong","4/4/12",104,"PM10",19087,2012,4,4,1,32,1
"904","Nantong","5/4/12",143,"PM10",19088,2012,4,5,1,32,1
"905","Nantong","6/4/12",69,"PM10",19089,2012,4,6,1,32,1
"906","Nantong","7/4/12",53,"PM10",19090,2012,4,7,1,32,1
"907","Nantong","8/4/12",38,"--",19091,2012,4,8,1,32,1
"908","Nantong","9/4/12",56,"PM10",19092,2012,4,9,1,32,1
"909","Nantong","10/4/12",69,"PM10",19093,2012,4,10,1,32,1
"910","Nantong","11/4/12",71,"PM10",19094,2012,4,11,1,32,1
